,Mean,Std,Diff1,Diff2,PCAd1,PCAd2,Label,extraNode
0,0.6498743693712645,0.5058709050780765,0.2590928906837347,0.23359961574632668,0.09625988133938568,0.2304116483298544,0,0.0
1,0.689979249773587,0.2807223669625328,0.04761041091721154,0.4838523811494244,0.09157109091067209,0.26016080215167575,0,0.005025125628140704
2,0.6634438408357657,0.3474988936541901,0.1305905042250917,0.09475733295103533,0.10238601251514277,0.2656402817591783,0,0.010050251256281407
3,0.7097446578380618,0.25416318500813256,0.02182609908368348,0.6071419282704924,0.09621877713126337,0.2592392051597306,0,0.01507537688442211
4,0.8967508442417627,0.07372652327689845,0.012655738069201734,0.6957234902805567,0.12054742643840298,0.26210548595824185,0,0.020100502512562814
5,0.9190844671031647,0.053735629342653024,0.029391749785780498,0.5706030335401312,0.1270003314738263,0.2746736578733947,0,0.02512562814070352
6,0.8612114767820993,0.20857331300614523,0.16827804388227563,0.09173877191711736,0.182950549572698,0.3157588420960861,0,0.03015075376884422
7,0.7723443449986664,0.18469737247455414,0.06008480606356289,0.5663850998113452,0.1143922274021201,0.31437115954020156,0,0.035175879396984924
8,0.6805929495743731,0.16201746912285173,0.13566513309484093,0.42154692321629644,0.14181216025752028,0.3038096772703917,0,0.04020100502512563
9,0.8691545640027528,0.07890129206530741,0.04987296663739272,0.7008014326059738,0.1286877300984738,0.3058463206684172,0,0.04522613065326633
10,0.7438759361541446,0.176529479091107,0.16838882542496378,0.3393832410930584,0.13769054660828858,0.30967170461099347,0,0.05025125628140704
11,0.785221050012644,0.25378264284744967,0.1496247503812081,0.07935111549733222,0.15244582368054338,0.22315360127410672,0,0.05527638190954774
12,0.5339087382334984,0.48968051309972965,0.23727093833544965,0.1600428694362556,0.1547672067673684,0.47547392051691517,0,0.06030150753768844
13,0.7736791547629811,0.34549849368005864,0.185811748362747,0.06829383509063561,0.11170349664218732,0.34537906223348425,0,0.06532663316582915
14,0.679370277294713,0.6637621097791183,0.4147313680998578,0.14596617632014003,0.09504011977481272,0.3850710579008405,0,0.07035175879396985
15,0.6317457845148245,0.6048822004828359,0.25975282513778514,0.17483310475040972,0.08640768217787843,0.331728281844323,0,0.07537688442211056
16,0.6942498357221089,0.3923199758940546,0.23564199225880683,0.08530890440361563,0.19598132677471286,0.31635166434932294,0,0.08040201005025126
17,0.9112043816784009,0.06052136964383478,0.0355085699703923,0.7341880084630357,0.12389942874449517,0.272316664091493,0,0.08542713567839195
18,0.8410209821287411,0.4534006566094949,0.25927845255834137,0.09195156951234712,0.09257588306704595,0.20094762608266267,0,0.09045226130653267
19,0.7358144480418062,0.1383111655353371,0.08677485018660484,0.6961065993233261,0.1336913185391925,0.31660122219983156,0,0.09547738693467336
20,0.8392847988191031,0.1437311223288601,0.06013588525794248,0.6087021663780696,0.3405757617061861,0.5831928872541426,0,0.10050251256281408
21,0.7135680600311208,0.1547227854727213,0.06956341495960316,0.7834065165157537,0.3028239318279414,0.6145481307129237,0,0.10552763819095477
22,0.8253609238602985,0.13960455071423888,0.028280753991492612,0.6578941407894212,0.18467997459097374,0.09553419404951613,0,0.11055276381909548
23,0.5902384235931842,0.3529507074014347,0.16610622514412865,0.07221563004044937,0.17701019790194383,0.3521505546528095,0,0.11557788944723618
24,0.9677877092476186,0.02321250229669318,0.010886149703118474,0.5377997915363466,0.3480750282276248,0.5558807187861591,0,0.12060301507537688
25,0.942702053254554,0.03035258922762068,0.03808152118621626,0.6946018775201734,0.3560317726782195,0.6004392480292381,0,0.12562814070351758
26,0.8395613433960736,0.3714670446337194,0.33194041020904425,0.15858052230645958,0.6401785422327556,0.6584074252779654,0,0.1306532663316583
27,0.8178883651601649,0.10009614916272465,0.1283941898810846,0.09982895512083018,0.3932605856266315,0.628958339773144,0,0.135678391959799
28,0.9186058133811851,0.04009037186217716,0.01855186915307509,0.6360143681686404,0.35066673337947113,0.5536200980296884,0,0.1407035175879397
29,0.9596727186598697,0.02562150029977899,0.0464386743938915,0.6888432094928071,0.34842445849302756,0.5691498707373797,0,0.1457286432160804
30,0.8146516619913057,0.08422419086078044,0.10319700365871247,0.5249132609105779,0.34058115904038727,0.5763473299245538,0,0.15075376884422112
31,0.8816381746978454,0.040435214302875395,0.03241242625087871,0.7270323348572819,0.3439478616395513,0.5643063202260754,0,0.15577889447236182
32,0.8967913539002537,0.06921938070406028,0.023425688548078916,0.44257169406310826,0.3401488208997398,0.562119974420818,0,0.16080402010050251
33,0.7586367917882381,0.1276379730139441,0.02749880451314422,0.8023885261597761,0.3167381224858393,0.5623772019603175,0,0.1658291457286432
34,0.5832587067361713,0.786056897755338,0.3506939718901377,0.19924053543537104,0.3170553700545506,0.5319229553851814,0,0.1708542713567839
35,0.5811433844065075,0.8197610030266235,0.4916964582610883,0.34323165172618214,0.2561412833418867,0.5171121197348214,0,0.17587939698492464
36,0.7855103084191927,0.21865176595381922,0.2615291150369518,0.1994629825434484,0.4675178726825062,0.5977812763945868,0,0.18090452261306533
37,0.9248224912285906,0.09269456038439657,0.040613755266182376,0.5706038537099911,0.36489495266841204,0.5479101740947905,0,0.18592964824120603
38,0.757096953457732,0.3630307259499352,0.2548922286675464,0.10940609812292121,0.2500095182192656,0.43863154101887203,0,0.19095477386934673
39,0.8713212207443721,0.09555856713264528,0.08387978101490984,0.6037458112618979,0.37191393385953664,0.6356373082904678,0,0.19597989949748745
40,0.7363175732503564,0.46474988354720553,0.317637146991957,0.12693556154555613,0.27785821177741954,0.26334243809949376,0,0.20100502512562815
41,0.800344118490593,0.18738098258188327,0.0529193427258066,0.6464962017326082,0.24171353990169228,0.18981373395211953,0,0.20603015075376885
42,0.7740882309019457,0.17177374512463373,0.04593684999246508,0.4617113440355045,0.24934054638491993,0.1950414221125054,0,0.21105527638190955
43,0.7497141035574544,0.16189759404239212,0.02104445301779317,0.6477091612196545,0.24830586490136783,0.18354250787166787,0,0.21608040201005024
44,0.9712554544657028,0.026818800563249444,0.008133953763027491,0.6239939304357661,0.25407648200363975,0.18447107357443088,0,0.22110552763819097
45,0.9492652080809709,0.02582148110451741,0.020870875648803126,0.7261890360318877,0.26218522905398883,0.1858434562577223,0,0.22613065326633167
46,0.857474480882326,0.3134486340019413,0.22016102383712646,0.08947721061608144,0.26416542610324295,0.17863780580616329,0,0.23115577889447236
47,0.6364708215218469,0.5410979354669164,0.3640495178133404,0.2814980874839923,0.21275549703932498,0.246903912166056,0,0.23618090452261306
48,0.8936616617301496,0.09979497330600359,0.04106496039097504,0.4997165984757894,0.24559305620765587,0.18951049125436165,0,0.24120603015075376
49,0.8420245782705412,0.12222746547965703,0.032566106379719115,0.7023735268843645,0.2528672394215661,0.18932412118202116,0,0.24623115577889448
50,0.6146793339776343,0.22159147509639157,0.27200463755435716,0.41327672532167914,0.35676094856091,0.3340042520440898,0,0.25125628140703515
51,0.8783467326588824,0.08909671584216573,0.03278491627588572,0.6821742378205391,0.252383054213914,0.1853288282140022,0,0.2562814070351759
52,0.5570510712834189,0.572289197968641,0.27383616845701947,0.1481174013301147,0.20119557980031108,0.10956931042816706,0,0.2613065326633166
53,0.8416385727560677,0.07549060715146116,0.010769161401782489,0.7943182992296376,0.2590215991592404,0.18513827902978416,0,0.2663316582914573
54,0.5176839634609743,0.8669284640829854,0.6667539761390335,0.38108255885750725,0.3044645781712297,0.37373152122507414,0,0.271356783919598
55,0.8831823455040679,0.2712363683026262,0.12237711800642198,0.05173712395580979,0.24353293468917311,0.18954139913541224,0,0.2763819095477387
56,0.8224893849600047,0.1467673826240167,0.024286610987915423,0.5110240563237038,0.2433154920304394,0.18001402279732115,0,0.2814070351758794
